from	to	direction	method	weight
UDP-glucuronosyltransferase 1-2	Checkpoint protein HUS1	0	M0039	0.186439117529814
UDP-glucuronosyltransferase 1-2	HAUS augmin-like complex subunit 4	0	M0039	0.097258871074946
UDP-glucuronosyltransferase 1-2	Histidine triad nucleotide-binding protein 1	0	M0039	0.136290406000563
UDP-glucuronosyltransferase 1-2	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	0	M0039	0.109535636220653
UDP-glucuronosyltransferase 1-2	3-hydroxyacyl-CoA dehydrogenase type-2	0	M0039	0.0823659518077725
UDP-glucuronosyltransferase 1-2	"Carnitine O-palmitoyltransferase 2, mitochondrial"	0	M0039	0.0784995461032219
UDP-glucuronosyltransferase 1-2	Intraflagellar transport protein 22 homolog	0	M0039	0.0764987304934717
UDP-glucuronosyltransferase 1-2	Integrator complex subunit 9 homolog	0	M0039	0.126404730630905
UDP-glucuronosyltransferase 1-2	DNA repair and recombination protein RAD54-like	0	M0039	0.170185693085843
UDP-glucuronosyltransferase 1-2	E3 SUMO-protein ligase ZNF451 {ECO:0000305|PubMed:26524493}	0	M0039	0.102473961214761
UDP-glucuronosyltransferase 1-2	Integrator complex subunit 11	0	M0039	0.0762465323598762
UDP-glucuronosyltransferase 1-2	Transitional endoplasmic reticulum ATPase	0	M0039	0.135049644175659
UDP-glucuronosyltransferase 1-2	"Dynein intermediate chain 2, ciliary"	0	M0039	0.0874169726546788
UDP-glucuronosyltransferase 1-2	UDP-glucose 6-dehydrogenase	0	M0039	0.209561019726177
UDP-glucuronosyltransferase 1-2	"Isovaleryl-CoA dehydrogenase, mitochondrial"	0	M0039	0.12194028776277
UDP-glucuronosyltransferase 1-2	Variant surface antigen E	0	M0039	0.117893928824797
UDP-glucuronosyltransferase 1-2	Matrilin-2	0	M0039	0.138490477324147
UDP-glucuronosyltransferase 1-2	Neuronal acetylcholine receptor subunit alpha-5	0	M0039	0.181831821686136
UDP-glucuronosyltransferase 1-2	"Testis, prostate and placenta-expressed protein"	0	M0039	0.117075374949239
UDP-glucuronosyltransferase 1-2	T-cell immunomodulatory protein	0	M0039	0.142863499799298
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.0665255531602785
UDP-glucuronosyltransferase 1-2	Cohesin subunit SA-1	0	M0039	0.170241741954251
UDP-glucuronosyltransferase 1-2	Octopamine receptor beta-1R	0	M0039	0.0425521976868401
UDP-glucuronosyltransferase 1-2	Serine/threonine kinase-like domain-containing protein STKLD1	0	M0039	0.0593512937902197
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.093238801404262
UDP-glucuronosyltransferase 1-2	uncharacterized protein LOC106175327 {ECO:0000313|RefSeq:XP_013412722.1}	0	M0039	0.0759131597432814
UDP-glucuronosyltransferase 1-2	Collagen triple helix repeat-containing protein 1	0	M0039	0.050125457697318
UDP-glucuronosyltransferase 1-2	Probable helicase senataxin {ECO:0000305}	0	M0039	0.0379357659658551
UDP-glucuronosyltransferase 1-2	TNF receptor-associated factor 4	0	M0039	0.083226495306147
UDP-glucuronosyltransferase 1-2	Uncharacterized protein {ECO:0000313|EMBL:ESW24283.1}	0	M0039	0.0701974706578851
UDP-glucuronosyltransferase 1-2	"Acyl-CoA synthetase family member 2, mitochondrial"	0	M0039	0.149214302287578
UDP-glucuronosyltransferase 1-2	Protein MMS22-like	0	M0039	0.102235389718101
UDP-glucuronosyltransferase 1-2	Chymotrypsinogen B	0	M0039	0.0320611122186528
UDP-glucuronosyltransferase 1-2	X-ray repair cross-complementing protein 5	0	M0039	0.0968871331189537
UDP-glucuronosyltransferase 1-2	Proteasome subunit alpha type-1	0	M0039	0.0572461217885039
UDP-glucuronosyltransferase 1-2	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_024592-tr}	0	M0039	0.0247503475795743
UDP-glucuronosyltransferase 1-2	Putative leucine-rich repeat-containing protein DDB_G0290503	0	M0039	0.0951316624580435
UDP-glucuronosyltransferase 1-2	Protein canopy homolog 4	0	M0039	0.189398715289574
UDP-glucuronosyltransferase 1-2	GPI transamidase component PIG-T	0	M0039	0.0950817455721136
UDP-glucuronosyltransferase 1-2	Translin	0	M0039	0.136090804679178
UDP-glucuronosyltransferase 1-2	Protein CfxQ	0	M0039	0.0459240018793727
UDP-glucuronosyltransferase 1-2	Uncharacterized protein {ECO:0000313|EMBL:EEN51518.1}	0	M0039	0.153181527128693
UDP-glucuronosyltransferase 1-2	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_016145-tr}	0	M0039	0.0632316545521364
UDP-glucuronosyltransferase 1-2	Conserved oligomeric Golgi complex subunit 6	0	M0039	0.0469740260348589
UDP-glucuronosyltransferase 1-2	Tyrocidine synthase 2	0	M0039	0.0614945742667379
UDP-glucuronosyltransferase 1-2	Shematrin-like protein 1	0	M0039	0.0278844243695158
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.0610273863244139
UDP-glucuronosyltransferase 1-2	Putative IQ motif and ankyrin repeat domain-containing protein LOC642574	0	M0039	0.0975900113287445
UDP-glucuronosyltransferase 1-2	Small subunit processome component 20 homolog	0	M0039	0.0455530388187786
UDP-glucuronosyltransferase 1-2	Coiled-coil domain-containing protein 171	0	M0039	0.105918722292664
UDP-glucuronosyltransferase 1-2	Polyamine oxidase	0	M0039	0.121467927958163
UDP-glucuronosyltransferase 1-2	Cilia- and flagella-associated protein 46 {ECO:0000305}	0	M0039	0.0782660596531286
UDP-glucuronosyltransferase 1-2	Katanin p60 ATPase-containing subunit A-like 1 {ECO:0000255|HAMAP-Rule:MF_03024}	0	M0039	0.124170284603909
UDP-glucuronosyltransferase 1-2	"Arginine--tRNA ligase, cytoplasmic"	0	M0039	0.152910463141338
UDP-glucuronosyltransferase 1-2	Tektin-1	0	M0039	0.120156167515106
UDP-glucuronosyltransferase 1-2	Gamma-glutamyl hydrolase A	0	M0039	0.090143732935055
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.113408962334126
UDP-glucuronosyltransferase 1-2	Uncharacterized protein {ECO:0000313|EMBL:KRG68574.1}	0	M0039	0.0743427600870045
UDP-glucuronosyltransferase 1-2	Fatty acyl-CoA reductase 1 {ECO:0000250|UniProtKB:Q8WVX9}	0	M0039	0.0974999960352816
UDP-glucuronosyltransferase 1-2	Eukaryotic translation initiation factor 3 subunit D {ECO:0000255|HAMAP-Rule:MF_03003}	0	M0039	0.138383888628362
UDP-glucuronosyltransferase 1-2	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	0	M0039	0.0915417431401275
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.169857934259693
UDP-glucuronosyltransferase 1-2	Diphthine--ammonia ligase	0	M0039	0.17480889923306
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.10140849022375
UDP-glucuronosyltransferase 1-2	Proteasome subunit alpha type-6	0	M0039	0.141270803883639
UDP-glucuronosyltransferase 1-2	Phosphoribosyl pyrophosphate synthase-associated protein 2	0	M0039	0.0414478091698051
UDP-glucuronosyltransferase 1-2	Urocanate hydratase	0	M0039	0.150510576944685
UDP-glucuronosyltransferase 1-2	Pre-mRNA-splicing regulator WTAP	0	M0039	0.135723698767091
UDP-glucuronosyltransferase 1-2	Calmodulin	0	M0039	0.148879238199275
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.0915062660066122
UDP-glucuronosyltransferase 1-2	Unhealthy ribosome biogenesis protein 2 homolog	0	M0039	0.0529928937747581
UDP-glucuronosyltransferase 1-2	Leucine-rich repeat-containing protein 74A {ECO:0000312|HGNC:HGNC:23346}	0	M0039	0.0758785008315485
UDP-glucuronosyltransferase 1-2	Coiled-coil domain-containing protein 87	0	M0039	0.124010531019141
UDP-glucuronosyltransferase 1-2	Chondroitin sulfate synthase 1	0	M0039	0.0805564878507244
UDP-glucuronosyltransferase 1-2	Coiled-coil domain-containing protein 60	0	M0039	0.133640269811185
UDP-glucuronosyltransferase 1-2	Tetratricopeptide repeat protein 41 {ECO:0000250|UniProtKB:Q692V3}	0	M0039	0.0811867583135932
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.132166093258023
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.123263517075085
UDP-glucuronosyltransferase 1-2	Probable palmitoyltransferase ZDHHC12	0	M0039	0.126405061577643
UDP-glucuronosyltransferase 1-2	Centromere protein I	0	M0039	0.155891137863008
UDP-glucuronosyltransferase 1-2	WD repeat-containing protein 34	0	M0039	0.146148034268689
UDP-glucuronosyltransferase 1-2	Dihydropteridine reductase	0	M0039	0.127342542689127
UDP-glucuronosyltransferase 1-2	uncharacterized protein LOC106159339 isoform X1 {ECO:0000313|RefSeq:XP_013391056.1}	0	M0039	0.0651254210344576
UDP-glucuronosyltransferase 1-2	Uncharacterized protein C7orf31	0	M0039	0.13380136127627
UDP-glucuronosyltransferase 1-2	"Beta-1,3-galactosyltransferase 6"	0	M0039	0.115965287621037
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.115892399223979
UDP-glucuronosyltransferase 1-2	Odorant/gustatory chemosensory receptor-like 122 {ECO:0000313|EMBL:ALR88638.1}	0	M0039	0.137312117446894
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.0992286521647496
UDP-glucuronosyltransferase 1-2	Uncharacterized protein {ECO:0000313|EMBL:EQK97469.1}	0	M0039	0.126260613250913
UDP-glucuronosyltransferase 1-2	Dynein regulatory complex subunit 3	0	M0039	0.16760934844966
UDP-glucuronosyltransferase 1-2	Ninjurin-2	0	M0039	0.0909543124723966
UDP-glucuronosyltransferase 1-2	Protein CBG01536 {ECO:0000313|EMBL:CAP22721.1}	0	M0039	0.192076848006499
UDP-glucuronosyltransferase 1-2	Uncharacterized protein C17orf98	0	M0039	0.0922734875070883
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.0805993147918347
UDP-glucuronosyltransferase 1-2	Cilia- and flagella-associated protein 61 {ECO:0000312|HGNC:HGNC:15872}	0	M0039	0.112123914878982
UDP-glucuronosyltransferase 1-2	Centrosomal protein of 131 kDa	0	M0039	0.11760883502509
UDP-glucuronosyltransferase 1-2	uncharacterized protein LOC106171653 {ECO:0000313|RefSeq:XP_013407545.1}	0	M0039	0.130446894237374
UDP-glucuronosyltransferase 1-2	DNA damage-regulated autophagy modulator protein 2	0	M0039	0.0551863399957982
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.0740559325675119
UDP-glucuronosyltransferase 1-2	Guanylate-binding protein 2	0	M0039	0.134937744695581
UDP-glucuronosyltransferase 1-2	Anaphase-promoting complex subunit 5	0	M0039	0.158161886688191
UDP-glucuronosyltransferase 1-2	Uncharacterized protein KIAA0895-like	0	M0039	0.0981575500597299
UDP-glucuronosyltransferase 1-2	No_Description	0	M0039	0.0903543079460777
UDP-glucuronosyltransferase 1-2	tRNA selenocysteine 1-associated protein 1	0	M0039	0.118732885816087
UDP-glucuronosyltransferase 1-2	Unconventional myosin-XIX {ECO:0000250|UniProtKB:Q96H55}	0	M0039	0.195747691430737
UDP-glucuronosyltransferase 1-2	Arachidonate 5-lipoxygenase	0	M0039	0.114455480912276
UDP-glucuronosyltransferase 1-2	E3 ubiquitin-protein ligase BRE1A	0	M0039	0.0525136475930864
UDP-glucuronosyltransferase 1-2	Sorting and assembly machinery component 50 homolog	0	M0039	0.153292312658119
UDP-glucuronosyltransferase 1-2	WD repeat-containing protein 49	0	M0039	0.0795690917078008
UDP-glucuronosyltransferase 1-2	Neudesin	0	M0039	0.0451076321776778
UDP-glucuronosyltransferase 1-2	Bone morphogenetic protein 1	0	M0039	0.170760310484748
UDP-glucuronosyltransferase 1-2	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	0	M0039	0.115829615060021
UDP-glucuronosyltransferase 1-2	AP-4 complex subunit beta-1	0	M0039	0.0561820494155208
UDP-glucuronosyltransferase 1-2	Adenylate cyclase CyaB	0	M0039	0.123697263561897
UDP-glucuronosyltransferase 1-2	"Actin, cytoplasmic 1"	0	M0039	0.111488149876396
UDP-glucuronosyltransferase 1-2	S-antigen protein	0	M0039	0.142249897911093
UDP-glucuronosyltransferase 1-2	Uncharacterized protein {ECO:0000313|EMBL:OAO98017.1}	0	M0039	0.0710483888341038
UDP-glucuronosyltransferase 1-2	CGG triplet repeat-binding protein 1	0	M0039	0.0237922658868849
UDP-glucuronosyltransferase 1-2	Fez family zinc finger protein 2	0	M0039	0.0544798221177767
UDP-glucuronosyltransferase 1-2	Zinc finger protein 724 {ECO:0000305}	0	M0039	0.0702380491938362
UDP-glucuronosyltransferase 1-2	"Probable citrate synthase 2, mitochondrial"	0	M0039	0.128466629477388
UDP-glucuronosyltransferase 1-2	Mitogen-activated protein kinase-binding protein 1	0	M0039	0.145861991974268
UDP-glucuronosyltransferase 1-2	Putative sodium-coupled neutral amino acid transporter 10	0	M0039	0.0554412257207714
UDP-glucuronosyltransferase 1-2	Potassium voltage-gated channel subfamily B member 1 {ECO:0000250|UniProtKB:Q14721}	0	M0039	0.0504627875377145
UDP-glucuronosyltransferase 1-2	Uncharacterized protein C6orf106 homolog	0	M0039	0.0739872101256796
UDP-glucuronosyltransferase 1-2	Serine/threonine/tyrosine-interacting-like protein 1	0	M0039	0.136445130609041
UDP-glucuronosyltransferase 1-2	RNA pseudouridylate synthase domain-containing protein 2	0	M0039	0.121582121149855
UDP-glucuronosyltransferase 1-2	Kinesin-like protein KIF2A	0	M0039	0.154401389363033
UDP-glucuronosyltransferase 1-2	DnaJ homolog subfamily C member 1	0	M0039	0.0386942605901854
UDP-glucuronosyltransferase 1-2	Stress-activated protein kinase JNK	0	M0039	0.104683596445445
UDP-glucuronosyltransferase 1-2	S-phase kinase-associated protein 2	0	M0039	0.12428241694564
UDP-glucuronosyltransferase 1-2	DDB1- and CUL4-associated factor 1 {ECO:0000250|UniProtKB:Q9Y4B6}	0	M0039	0.0703277149221895
UDP-glucuronosyltransferase 1-2	DnaJ homolog subfamily C member 25	0	M0039	0.0813013595267257
UDP-glucuronosyltransferase 1-2	BTB/POZ domain-containing protein 19	0	M0039	0.115488878256333
UDP-glucuronosyltransferase 1-2	"Adrenodoxin-like protein, mitochondrial"	0	M0039	0.119268263736572
UDP-glucuronosyltransferase 1-2	Adenylate kinase 8	0	M0039	0.0786578679938732
UDP-glucuronosyltransferase 1-2	Protein CASC1	0	M0039	0.108976456301482
UDP-glucuronosyltransferase 1-2	Antho-RFamide neuropeptides type 1	0	M0039	0.0936290516222396
UDP-glucuronosyltransferase 1-2	La-related protein CG11505	0	M0039	0.0705775483379855
UDP-glucuronosyltransferase 1-2	Cilia- and flagella-associated protein 43 {ECO:0000312|HGNC:HGNC:26684}	0	M0039	0.153464749177474
Transcription initiation factor IIB	D(1)-like dopamine receptor	0	M0039	0.161449862374561
Transcription initiation factor IIB	Phosphatidylinositol 4-phosphate 5-kinase 9	0	M0039	0.0977827398270874
Transcription initiation factor IIB	Prolyl 4-hydroxylase subunit alpha-1	0	M0039	0.0720491652909635
Transcription initiation factor IIB	UDP-glucuronosyltransferase 1-2	0	M0039	0.0500685924054832
Transcription initiation factor IIB	DNA replication licensing factor mcm4-A	0	M0039	0.173321937175789
Transcription initiation factor IIB	Protein IWS1 homolog	0	M0039	0.0620048006384495
Transcription initiation factor IIB	MORN repeat-containing protein 2	0	M0039	0.0583008834301264
Transcription initiation factor IIB	Ankyrin repeat domain-containing protein 49	0	M0039	0.0633560805634124
Transcription initiation factor IIB	Ubiquitin-related modifier 1 {ECO:0000255|HAMAP-Rule:MF_03048}	0	M0039	0.126206536775646
Transcription initiation factor IIB	DNA-(apurinic or apyrimidinic site) lyase	0	M0039	0.208524678346502
Transcription initiation factor IIB	Chitinase 3	0	M0039	0.0472097835932416
Transcription initiation factor IIB	Cleft lip and palate transmembrane protein 1-like protein	0	M0039	0.0860878421324414
Transcription initiation factor IIB	Telomerase protein component 1	0	M0039	0.151265587678556
Transcription initiation factor IIB	Fanconi anemia group M protein	0	M0039	0.0346652441397936
Transcription initiation factor IIB	Sister chromatid cohesion protein DCC1	0	M0039	0.0617441272064331
Transcription initiation factor IIB	Cysteine-rich protein 2-binding protein	0	M0039	0.151280081162347
Transcription initiation factor IIB	Putative 115 kDa protein in type-1 retrotransposable element R1DM	0	M0039	0.131819787472779
Transcription initiation factor IIB	NADPH-dependent diflavin oxidoreductase 1 {ECO:0000255|HAMAP-Rule:MF_03178}	0	M0039	0.147402346113987
Transcription initiation factor IIB	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_001813-tr}	0	M0039	0.0609611301975418
Transcription initiation factor IIB	Transmembrane protease serine 6	0	M0039	0.0901352054641154
Transcription initiation factor IIB	Tenascin-R	0	M0039	0.188773204587557
Transcription initiation factor IIB	CUGBP Elav-like family member 2	0	M0039	0.177861810726504
Transcription initiation factor IIB	DNA repair and recombination protein RAD54-like	0	M0039	0.109701865388526
Transcription initiation factor IIB	Probable RNA-directed DNA polymerase from transposon X-element	0	M0039	0.0681085680461017
Transcription initiation factor IIB	Diphthine--ammonia ligase	0	M0039	0.0893838640390245
Transcription initiation factor IIB	Checkpoint protein HUS1	0	M0039	0.17445099971793
Transcription initiation factor IIB	HAUS augmin-like complex subunit 4	0	M0039	0.0693270307363614
Transcription initiation factor IIB	Histidine triad nucleotide-binding protein 1	0	M0039	0.0805007892203113
Transcription initiation factor IIB	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	0	M0039	0.113199570938424
Transcription initiation factor IIB	3-hydroxyacyl-CoA dehydrogenase type-2	0	M0039	0.0915350420721469
Transcription initiation factor IIB	"Carnitine O-palmitoyltransferase 2, mitochondrial"	0	M0039	0.0660287165211771
Transcription initiation factor IIB	Intraflagellar transport protein 22 homolog	0	M0039	0.0790209173026173
Transcription initiation factor IIB	Integrator complex subunit 9 homolog	0	M0039	0.0496931716514017
Transcription initiation factor IIB	DNA repair and recombination protein RAD54-like	0	M0039	0.219877740628435
Transcription initiation factor IIB	E3 SUMO-protein ligase ZNF451 {ECO:0000305|PubMed:26524493}	0	M0039	0.0942145621281045
Transcription initiation factor IIB	Integrator complex subunit 11	0	M0039	0.0863872244902621
Transcription initiation factor IIB	Transitional endoplasmic reticulum ATPase	0	M0039	0.153504689072924
Transcription initiation factor IIB	"Dynein intermediate chain 2, ciliary"	0	M0039	0.0477814440202881
Transcription initiation factor IIB	UDP-glucose 6-dehydrogenase	0	M0039	0.171527993428327
Transcription initiation factor IIB	"Isovaleryl-CoA dehydrogenase, mitochondrial"	0	M0039	0.0721295928185238
Transcription initiation factor IIB	Variant surface antigen E	0	M0039	0.0627273425199969
Transcription initiation factor IIB	Matrilin-2	0	M0039	0.146289286308584
Transcription initiation factor IIB	Neuronal acetylcholine receptor subunit alpha-5	0	M0039	0.103892079625758
Transcription initiation factor IIB	"Testis, prostate and placenta-expressed protein"	0	M0039	0.0605774825475867
Transcription initiation factor IIB	T-cell immunomodulatory protein	0	M0039	0.100547811472209
Transcription initiation factor IIB	No_Description	0	M0039	0.0402004429907858
Transcription initiation factor IIB	Cohesin subunit SA-1	0	M0039	0.197502278977661
Transcription initiation factor IIB	Octopamine receptor beta-1R	0	M0039	0.0559092699798391
Transcription initiation factor IIB	Serine/threonine kinase-like domain-containing protein STKLD1	0	M0039	0.131651754042371
Transcription initiation factor IIB	No_Description	0	M0039	0.150441892862285
Transcription initiation factor IIB	uncharacterized protein LOC106175327 {ECO:0000313|RefSeq:XP_013412722.1}	0	M0039	0.148490025436732
Transcription initiation factor IIB	Collagen triple helix repeat-containing protein 1	0	M0039	0.109543245112408
Transcription initiation factor IIB	Probable helicase senataxin {ECO:0000305}	0	M0039	0.029146658172789
Transcription initiation factor IIB	TNF receptor-associated factor 4	0	M0039	0.0707877873510733
Transcription initiation factor IIB	Uncharacterized protein {ECO:0000313|EMBL:ESW24283.1}	0	M0039	0.0640214870561872
Transcription initiation factor IIB	"Acyl-CoA synthetase family member 2, mitochondrial"	0	M0039	0.175958210203453
Transcription initiation factor IIB	Protein MMS22-like	0	M0039	0.151007540045208
Transcription initiation factor IIB	Chymotrypsinogen B	0	M0039	0.0370588936511761
Transcription initiation factor IIB	X-ray repair cross-complementing protein 5	0	M0039	0.0718268567896012
Transcription initiation factor IIB	Proteasome subunit alpha type-1	0	M0039	0.0833052872520542
Transcription initiation factor IIB	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_024592-tr}	0	M0039	0.0477499336619005
Transcription initiation factor IIB	Putative leucine-rich repeat-containing protein DDB_G0290503	0	M0039	0.125834702971583
Transcription initiation factor IIB	Protein canopy homolog 4	0	M0039	0.208460052183797
Transcription initiation factor IIB	GPI transamidase component PIG-T	0	M0039	0.0547784954693598
Transcription initiation factor IIB	Translin	0	M0039	0.115823190289931
Transcription initiation factor IIB	Protein CfxQ	0	M0039	0.0464984417384141
Transcription initiation factor IIB	Uncharacterized protein {ECO:0000313|EMBL:EEN51518.1}	0	M0039	0.212439436170754
Transcription initiation factor IIB	Uncharacterized protein {ECO:0000313|EnsemblMetazoa:SPU_016145-tr}	0	M0039	0.0719492901398987
Transcription initiation factor IIB	Conserved oligomeric Golgi complex subunit 6	0	M0039	0.0483156554140926
Transcription initiation factor IIB	Tyrocidine synthase 2	0	M0039	0.104572554541677
Transcription initiation factor IIB	Shematrin-like protein 1	0	M0039	0.0325456089141663
Transcription initiation factor IIB	No_Description	0	M0039	0.0604102573894475
Transcription initiation factor IIB	Putative IQ motif and ankyrin repeat domain-containing protein LOC642574	0	M0039	0.0959471683533946
Transcription initiation factor IIB	Small subunit processome component 20 homolog	0	M0039	0.0514916366461341
Transcription initiation factor IIB	Coiled-coil domain-containing protein 171	0	M0039	0.0830922962478544
Transcription initiation factor IIB	Polyamine oxidase	0	M0039	0.0894196584114632
Transcription initiation factor IIB	Cilia- and flagella-associated protein 46 {ECO:0000305}	0	M0039	0.0485814162036712
Transcription initiation factor IIB	Katanin p60 ATPase-containing subunit A-like 1 {ECO:0000255|HAMAP-Rule:MF_03024}	0	M0039	0.0813725701847188
Transcription initiation factor IIB	"Arginine--tRNA ligase, cytoplasmic"	0	M0039	0.15988794632691
Transcription initiation factor IIB	Tektin-1	0	M0039	0.114620192554995
Transcription initiation factor IIB	Gamma-glutamyl hydrolase A	0	M0039	0.0853354363903118
Transcription initiation factor IIB	No_Description	0	M0039	0.0862057450912029
Transcription initiation factor IIB	Uncharacterized protein {ECO:0000313|EMBL:KRG68574.1}	0	M0039	0.101412599767152
Transcription initiation factor IIB	Fatty acyl-CoA reductase 1 {ECO:0000250|UniProtKB:Q8WVX9}	0	M0039	0.0896313304954972
Transcription initiation factor IIB	Eukaryotic translation initiation factor 3 subunit D {ECO:0000255|HAMAP-Rule:MF_03003}	0	M0039	0.192109708983335
Transcription initiation factor IIB	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	0	M0039	0.102890044729368
Transcription initiation factor IIB	No_Description	0	M0039	0.099989232545277
Transcription initiation factor IIB	Diphthine--ammonia ligase	0	M0039	0.16809384080122
Transcription initiation factor IIB	No_Description	0	M0039	0.0340861082899608
Transcription initiation factor IIB	Proteasome subunit alpha type-6	0	M0039	0.142081365221316
Transcription initiation factor IIB	Phosphoribosyl pyrophosphate synthase-associated protein 2	0	M0039	0.0608221842268419
Transcription initiation factor IIB	Urocanate hydratase	0	M0039	0.0524117949711319
Transcription initiation factor IIB	Pre-mRNA-splicing regulator WTAP	0	M0039	0.185823287945148
Transcription initiation factor IIB	Calmodulin	0	M0039	0.191787808649203
Transcription initiation factor IIB	No_Description	0	M0039	0.0840361376390588
Transcription initiation factor IIB	Unhealthy ribosome biogenesis protein 2 homolog	0	M0039	0.0431596077282597
Transcription initiation factor IIB	Leucine-rich repeat-containing protein 74A {ECO:0000312|HGNC:HGNC:23346}	0	M0039	0.0575139513201965
Transcription initiation factor IIB	Coiled-coil domain-containing protein 87	0	M0039	0.0457556628982487
Transcription initiation factor IIB	Chondroitin sulfate synthase 1	0	M0039	0.098486276845042
Transcription initiation factor IIB	Coiled-coil domain-containing protein 60	0	M0039	0.0830264308139193
Transcription initiation factor IIB	Tetratricopeptide repeat protein 41 {ECO:0000250|UniProtKB:Q692V3}	0	M0039	0.0462208439014965
Transcription initiation factor IIB	No_Description	0	M0039	0.0932474039083842
Transcription initiation factor IIB	No_Description	0	M0039	0.0935541093659441
Transcription initiation factor IIB	Probable palmitoyltransferase ZDHHC12	0	M0039	0.0794453272867754
Transcription initiation factor IIB	Centromere protein I	0	M0039	0.0859188647748731
Transcription initiation factor IIB	WD repeat-containing protein 34	0	M0039	0.127122570767035
Transcription initiation factor IIB	Dihydropteridine reductase	0	M0039	0.199091058754378
Transcription initiation factor IIB	uncharacterized protein LOC106159339 isoform X1 {ECO:0000313|RefSeq:XP_013391056.1}	0	M0039	0.0459029829301418
Transcription initiation factor IIB	Uncharacterized protein C7orf31	0	M0039	0.0480825797096393
Transcription initiation factor IIB	"Beta-1,3-galactosyltransferase 6"	0	M0039	0.105492132492112
Transcription initiation factor IIB	No_Description	0	M0039	0.0929168360339748
Transcription initiation factor IIB	Odorant/gustatory chemosensory receptor-like 122 {ECO:0000313|EMBL:ALR88638.1}	0	M0039	0.180787012189139
Transcription initiation factor IIB	No_Description	0	M0039	0.045398012263079
Transcription initiation factor IIB	Uncharacterized protein {ECO:0000313|EMBL:EQK97469.1}	0	M0039	0.0868582657058378
Transcription initiation factor IIB	Dynein regulatory complex subunit 3	0	M0039	0.153049687302723
Transcription initiation factor IIB	Ninjurin-2	0	M0039	0.0425701135792044
Transcription initiation factor IIB	Protein CBG01536 {ECO:0000313|EMBL:CAP22721.1}	0	M0039	0.224194988036729
Transcription initiation factor IIB	Uncharacterized protein C17orf98	0	M0039	0.0733786884400453
Transcription initiation factor IIB	No_Description	0	M0039	0.190182976029811
Transcription initiation factor IIB	Cilia- and flagella-associated protein 61 {ECO:0000312|HGNC:HGNC:15872}	0	M0039	0.0565585076183215
Transcription initiation factor IIB	Centrosomal protein of 131 kDa	0	M0039	0.135972669709962
Transcription initiation factor IIB	uncharacterized protein LOC106171653 {ECO:0000313|RefSeq:XP_013407545.1}	0	M0039	0.135771195232904
Transcription initiation factor IIB	DNA damage-regulated autophagy modulator protein 2	0	M0039	0.0807693631619855
Transcription initiation factor IIB	No_Description	0	M0039	0.0778641913867309
Transcription initiation factor IIB	Guanylate-binding protein 2	0	M0039	0.0357691795773839
Transcription initiation factor IIB	Anaphase-promoting complex subunit 5	0	M0039	0.253791223169703
Transcription initiation factor IIB	Uncharacterized protein KIAA0895-like	0	M0039	0.0860846611532868
Transcription initiation factor IIB	No_Description	0	M0039	0.0966881350711492
Transcription initiation factor IIB	tRNA selenocysteine 1-associated protein 1	0	M0039	0.118252738543865
Transcription initiation factor IIB	Unconventional myosin-XIX {ECO:0000250|UniProtKB:Q96H55}	0	M0039	0.156317181767122
Transcription initiation factor IIB	Arachidonate 5-lipoxygenase	0	M0039	0.094239100047173
Transcription initiation factor IIB	E3 ubiquitin-protein ligase BRE1A	0	M0039	0.053508946582224
Transcription initiation factor IIB	Sorting and assembly machinery component 50 homolog	0	M0039	0.0855091868780275
Transcription initiation factor IIB	WD repeat-containing protein 49	0	M0039	0.113121777173459
Transcription initiation factor IIB	Neudesin	0	M0039	0.0618498992939866
Transcription initiation factor IIB	Bone morphogenetic protein 1	0	M0039	0.166388860150849
Transcription initiation factor IIB	"Polyribonucleotide nucleotidyltransferase 1, mitochondrial"	0	M0039	0.0825494504807108
Transcription initiation factor IIB	AP-4 complex subunit beta-1	0	M0039	0.0601704468631184
Transcription initiation factor IIB	Adenylate cyclase CyaB	0	M0039	0.118449393151387
